,city,latitude,longitude,temperature,max temperature,wind speed,cloudiness,humidity
443,Smolenka,52.1352,113.4974,17.67,17.67,2.24,0,93
444,Chiang Kham,19.5233,100.3,73.06,73.31,1.01,99,98
445,Zapolyarnyy,69.4154,30.8136,31.28,31.28,10.47,98,75
446,Manaus,-3.1019,-60.025,86.49,90.1,4.61,75,66
447,Mossamedes,-15.1961,12.1522,67.53,67.53,12.68,1,68
448,Olinda,-8.0089,-34.8553,83.93,83.93,11.5,20,70
449,Thinadhoo,0.5333,72.9333,83.26,83.26,9.22,23,68
451,Lensk,60.7253,114.9278,36.28,36.28,10.04,94,84
452,Abasolo,20.45,-101.5167,72.52,72.52,8.34,69,48
453,Emerald,-23.5333,148.1667,71.74,71.74,6.91,17,88
454,Labuan,5.2767,115.2417,75.56,77.11,2.3,20,94
455,Rawson,-43.3002,-65.1023,63.54,63.54,9.42,1,25
456,Turukhansk,65.8167,87.9833,37.72,37.72,22.48,100,97
457,Northam,51.0333,-4.2167,52.11,53.65,11.27,96,66
458,Zhob,31.3411,69.4481,60.91,60.91,6.33,0,24
459,Baihar,22.1,80.55,63.9,63.9,1.77,0,68
460,Arrecife,28.963,-13.5477,75.18,75.18,17.27,20,57
461,Baruun-Urt,46.6806,113.2792,32.07,32.07,8.41,0,48
462,Lavrentiya,65.5833,-171,22.55,22.55,12.35,100,84
463,Borogontsy,62.6683,131.1683,22.41,22.41,6.08,100,94
464,Tawang Town,27.5833,91.8667,47.93,47.93,1.32,100,98
465,Kaa-Khem,51.6833,94.7333,34.7,34.7,3.31,80,43
466,Lipin Bor,60.2622,37.9763,42.82,42.82,21.45,98,74
467,Lodwar,3.1191,35.5973,88.36,88.36,17.54,99,36
468,Vologda,59.2187,39.8886,42.6,42.6,17.47,67,73
469,Banagher,53.1886,-7.9867,50.65,50.68,6.44,74,90
470,Srednekolymsk,67.45,153.6833,-11.58,-11.58,2.59,36,99
471,Nanortalik,60.1432,-45.2371,37.24,37.24,2.57,100,98
472,Pilot Butte,50.4668,-104.4178,39.63,42.66,18.41,20,59
473,Poltár,48.4309,19.7941,51.55,51.55,11.88,85,80
474,Iquique,-20.2208,-70.1431,62.64,62.64,8.12,4,65
475,Tacna,-18.0056,-70.2483,64.6,64.6,9.22,0,59
476,Luganville,-15.5333,167.1667,76.51,76.51,2.68,38,91
477,San Patricio,28.017,-97.5169,83.28,87.08,6.02,91,51
478,Paamiut,61.994,-49.6678,35.44,35.44,16.93,86,73
479,Gorgan,36.8387,54.4348,49.96,49.96,6.91,0,93
480,Menongue,-14.6585,17.691,76.69,76.69,5.01,82,44
481,Coyhaique,-45.5752,-72.0662,53.55,54.21,8.05,75,37
482,Karmāla,18.4167,75.2,74.32,74.32,7.54,21,52
483,Songyuan,45.1171,124.8568,38.61,38.61,7.36,0,53
484,Laas,46.6166,10.7002,47.71,50.74,5.14,26,87
485,Qaqortoq,60.7167,-46.0333,37.44,37.44,10.56,100,97
486,Hvide Sande,56.0045,8.1294,47.82,48.09,37.87,37,70
487,La Ronge,55.1001,-105.2842,34.05,34.05,9.22,75,75
488,Horsham,51.064,-0.3272,51.73,53.58,5.75,40,65
489,Severnoye,56.3491,78.3619,36.66,36.66,17.72,67,63
490,Havelock,34.8791,-76.9013,79.2,83.05,11.01,40,72
491,Isangel,-19.55,169.2667,75.38,75.38,4.63,50,86
492,Koygorodok,60.445,50.9968,45.63,45.63,11.63,85,89
494,Bartica,6.4,-58.6167,82.72,82.72,3.58,97,93
495,Bakel,14.905,-12.4568,93.25,93.25,1.34,83,17
496,Beibei,29.8256,106.4339,59.47,59.47,1.79,99,84
497,Elsterwerda,51.45,13.5333,47.89,52.3,21.3,75,83
498,Tumpat,6.1978,102.171,77.02,77.02,0,20,100
499,Port Blair,11.6667,92.75,80.82,80.82,2.93,100,81
500,Alofi,-19.0595,-169.9187,69.69,69.69,9.22,100,78
501,Rāzole,16.4833,81.8333,79.09,79.09,1.5,63,81
502,Kupang,-10.1667,123.5833,79.07,79.07,4.65,35,86
503,Talnakh,69.4865,88.3972,12.54,12.54,3.96,92,95
504,Mananara,-16.1667,49.7667,75.79,75.79,3.49,31,90
505,Half Moon Bay,37.4636,-122.4286,58.35,62.06,1.01,90,91
507,Mount Isa,-20.7333,139.5,74.97,74.97,19.57,75,57
508,Atasū,48.6814,71.6433,35.87,35.87,22.19,99,74
509,Maumere,-8.6199,122.2111,79.36,79.36,2.13,84,78
510,Kiunga,-6.1219,141.2906,72.03,72.03,1.48,90,95
511,Mahē,11.7,75.5333,77.25,77.25,3.11,97,90
512,Yangi Marg`ilon,40.4272,71.7189,47.12,47.12,4.61,40,49
513,Olafsvik,64.8945,-23.7142,41.86,41.86,23.53,100,94
515,Calvià,39.5657,2.5062,64.47,65.91,11.83,100,65
517,Den Helder,52.9599,4.7593,49.23,53.58,15.99,99,62
518,Sūsangerd,31.5608,48.1831,78.82,78.82,9.64,0,20
519,Yerbogachën,61.2767,108.0108,32.18,32.18,6.62,86,89
520,Derzhavīnsk,51.1,66.3167,39.81,39.81,23.17,100,95
521,Júlio de Castilhos,-29.2269,-53.6817,75.58,75.58,4.61,0,52
522,Itimādpur,27.25,78.2,76.24,76.24,7.43,0,54
523,Bariloche,-41.1456,-71.3082,53.35,53.35,13.8,75,35
524,Ballina,-28.8667,153.5667,66.99,69.76,5.75,23,96
525,Basco,20.4487,121.9702,79.66,79.66,30.67,99,82
526,Pangkalanbuun,-2.6833,111.6167,73.69,73.69,2.06,100,97
527,Suruç,36.9761,38.425,68.2,68.2,2.48,0,22
528,Riyadh,24.6877,46.7219,80.74,80.74,9.95,0,26
529,Kenai,60.5544,-151.2583,35.8,39.15,3.44,40,92
530,Prince Rupert,54.3161,-130.3201,48.97,51.49,18.41,90,87
531,Baykit,61.67,96.37,40.82,40.82,9.1,100,80
532,Winnemucca,40.973,-117.7357,59.05,59.05,12.66,1,38
533,Bairiki Village,1.3292,172.9752,80.6,80.6,8.05,20,78
534,Peno,56.9262,32.7426,43.27,43.27,17.45,64,68
535,Sept-Îles,50.2001,-66.3821,47.05,47.05,15.01,90,96
536,Xingyi,24.1877,102.817,46.02,46.02,2.8,100,97
537,Nicoya,10.1483,-85.452,87.35,87.35,1.72,63,74
538,Fort Myers Beach,26.452,-81.9481,87.96,91.02,4,74,57
539,Reitz,-27.8014,28.4273,63.03,63.03,12.17,37,21
540,Meulaboh,4.1363,96.1285,76.32,76.32,4.85,100,90
541,Beloha,-25.1667,45.05,66.07,66.07,12.46,42,74
542,Isla Vista,34.4133,-119.861,70.81,78.06,10.31,65,37
543,Nauen,52.607,12.8737,43.95,46.85,16.51,96,79
544,Chernyshevskiy,63.0128,112.4714,30.83,30.83,8.16,87,88
545,Pochutla,15.7432,-96.4661,84.81,85.05,6.67,94,70
546,San Fernando del Valle de Catamarca,-28.4696,-65.7852,93.85,94.77,3,1,29
547,Keflavik,64.0049,-22.5624,42.49,43.23,25.32,90,93
548,Kibre Mengist,5.8833,38.9833,60.71,60.71,2.37,72,76
549,Igra,57.5558,53.0547,47.34,47.34,12.82,100,90
550,Mâncio Lima,-7.6142,-72.8958,87.87,87.87,6.91,75,70
551,Tigil',57.8,158.6667,25.88,25.88,4.79,100,98
552,Souris,49.6172,-100.2612,33.66,36.73,9.4,52,56
553,Lianzhou,24.7811,112.3825,55.2,55.2,3.29,100,87
554,Suntar,62.1444,117.6319,35.73,35.73,7.49,99,86
555,Shawville,45.6001,-76.4827,41.85,43.34,9.19,13,52
556,Kaura Namoda,12.5898,6.5779,91.29,91.29,6.4,53,28
557,Teluk Nibung,3.001,99.8164,76.32,76.32,5.59,98,91
558,Calama,-22.4667,-68.9333,72.09,72.09,21.85,0,8
559,Barra de Tecoanapa,16.5167,-98.75,80.24,80.24,3.85,97,84
560,Plettenberg Bay,-34.0527,23.3716,60.06,60.06,3.49,92,90
561,Nakhon Phanom,17.3333,104.4167,65.8,65.8,6.31,7,79
562,Ponta Delgada,37.7333,-25.6667,72.32,72.32,9.22,40,64
563,Inírida,3.8653,-67.9239,87.89,87.89,2.04,96,56
564,Pervomayskoye,43.919,46.7102,53.8,53.8,3.56,0,71
565,Codrington,-38.2667,141.9667,52.05,52.05,9.6,99,88
566,Tilichiki,60.4667,166.1,0.77,0.77,7.34,44,95
567,Son La,21.3167,103.9,59.23,59.23,2.62,100,86
568,Conceição do Mato Dentro,-19.0372,-43.425,78.84,78.84,1.39,83,58
569,Mahibadhoo,3.7833,72.9667,82.36,82.36,11.56,18,70
570,Gizo Government Station,-8.103,156.8419,80.04,80.04,4.27,64,78
571,Safi,32.2994,-9.2372,67.44,67.44,19.39,0,68
572,Mergen,49.1833,125.2167,36.36,36.36,6.2,16,68
573,Sydney,-33.8679,151.2073,58.12,62.37,1.99,20,92
574,Necochea,-38.5473,-58.7368,57.04,57.04,9.22,100,76
575,Berlevåg,70.8578,29.0864,33.75,33.75,19.57,75,51
576,Helena,46.5927,-112.0361,61.25,65.32,3.22,91,39
577,Rochester,43.1548,-77.6156,47.32,50.7,1.99,100,72
578,Puerto Baquerizo Moreno,-0.9,-89.6,74.39,74.39,12.66,40,73
579,Broome,42.2506,-75.833,51.19,55,1.99,100,71
580,Arman',59.7,150.1667,19.45,19.45,9.69,100,68
581,Iskateley,67.6803,53.1512,28,28,7.92,99,97
582,Punto Fijo,11.6956,-70.1996,86.76,86.76,25.12,12,63
583,Narsaq,60.9167,-46.05,37.69,37.69,5.03,100,89
584,San Cristobal,7.7669,-72.225,86.18,86.18,6.64,27,45
585,Dulyapino,57.2578,40.8147,44.1,44.1,16.82,50,68
586,Quatre Cocos,-20.2078,57.7625,76.08,76.08,7.81,85,77
587,Verkhoyansk,67.5447,133.385,7.03,7.03,1.9,96,97
588,Pavlovsk,50.4578,40.1081,53.2,53.2,8.66,51,71
589,Nouadhibou,20.931,-17.0347,75.18,75.18,18.41,5,69
590,Khotyn,48.4833,26.5,55.4,58.21,9.01,54,51
591,Quepos,9.4236,-84.1652,90.79,92.59,5.37,76,80
592,Talwāra,31.9486,75.8667,72.82,72.82,8.39,63,46
593,The Valley,18.217,-63.0578,87.89,87.94,16.11,20,58
595,Colares,38.7992,-9.4469,64.74,67.68,8.99,0,55
596,Honolulu,21.3069,-157.8583,75.87,77.56,6.91,20,76
597,Changping,40.2186,116.2197,37.04,37.04,2.98,8,39
598,Hadrut,39.52,47.0318,51.82,51.82,1.39,0,68
599,Nizhniy Tsasuchey,50.5167,115.1333,33.82,33.82,3.06,0,63
600,Hofn,64.2539,-15.2082,35.62,35.62,10.36,90,93
601,Cabra,37.4725,-4.4421,67.57,69.24,2.08,0,39
602,Brownsville,25.9018,-97.4975,88.57,90.01,1.99,94,60
603,Praia da Vitória,38.7333,-27.0667,75.45,75.45,11.56,20,73
604,Nyurba,63.2842,118.3319,33.24,33.24,8.14,100,93
605,Chivay,-15.6383,-71.6011,66.04,66.04,4.29,17,12
606,Tayga,56.06,85.6197,36.52,37.26,12.64,72,67
607,Gazli,40.1333,63.45,47.25,47.25,8.75,70,33
608,Imbituba,-28.24,-48.6703,79.83,80.49,12.97,0,63
609,High Rock,26.6208,-78.2833,75.22,75.22,7.87,100,72
610,Andalan,5.9594,121.3903,78.19,78.19,5.73,99,85
611,Tornio,65.8481,24.1466,30.22,30.22,20.56,100,73
612,Brae,60.3964,-1.353,44.51,44.51,13.18,87,61
